property_id,location,size_sqft,num_rooms,age_years,condition,proximity_to_amenities_km,sale_price_usd
508,Lake Scott,1751,9,61,Poor,3.68,1473227
509,Williamsstad,2252,10,52,Poor,6.24,395831
510,Hillton,1026,4,66,Fair,3.48,1088317
511,Lake Danastad,3898,9,14,Excellent,3.18,1699513
512,North Douglas,3839,6,29,Excellent,2.65,507779
513,Johnsonland,3210,4,2,Excellent,7.37,1766362
514,Port Deanna,4945,4,88,Fair,7.09,1410447
515,Patrickshire,4316,6,95,Poor,7.2,1873849
516,New Ericmouth,3906,9,8,Excellent,4.44,1114310
517,Nathanland,1010,5,0,Fair,2.12,1047217
518,New Michael,2194,10,29,Fair,5.69,484015
519,Debrabury,3941,10,41,Good,1.4,1239458
520,North Jillfort,3690,10,49,Good,2.94,1406148
521,Mcintyreville,660,10,86,Poor,7.53,1069113
522,Kimberlymouth,3616,2,10,Fair,3.96,1874484
523,New Justin,4407,7,33,Excellent,6.02,1566581
524,Gonzalezberg,548,10,76,Good,3.15,718522
525,South Geraldmouth,3381,6,94,Good,5.89,1710887
526,Port Evelynmouth,2946,4,80,Excellent,8.55,900813
527,Jennaside,3694,6,82,Excellent,7.9,1915953
528,Patriciaburgh,3932,10,81,Good,2.54,1218681
529,Port Michael,4909,6,86,Poor,6.69,1737049
530,North Tracie,4973,3,32,Poor,7.59,1564865
531,East Kristy,2306,3,93,Good,7.48,709608
532,West Angelastad,4499,9,77,Good,7.14,1437909
533,Laraside,2297,8,21,Good,6.46,136854
534,New Nicole,2735,6,24,Fair,9.68,1789602
535,West Raymondfort,4070,2,51,Poor,9.45,112638
536,Hammondshire,4478,3,15,Excellent,8.09,1882724
537,East Teresaland,737,1,15,Excellent,5.28,1867512
538,Owenshaven,3685,10,83,Poor,6.45,1523358
539,Davidside,3253,1,54,Fair,9.95,1964734
540,Port Tammy,3812,2,58,Fair,6.57,825468
541,Shawton,1852,9,62,Fair,3.02,1989206
542,New Ericburgh,4328,2,100,Fair,7.23,665616
543,West Sarah,1545,8,33,Excellent,7.53,637676
544,West Stacey,4875,5,57,Excellent,5.27,1675080
545,Meghanview,720,10,59,Excellent,5.01,1036278
546,Lake Stephanie,3727,8,26,Fair,5.45,1806061
547,Davidport,722,4,9,Fair,9.15,1824228
548,New Danielleshire,1187,2,28,Poor,5.68,1091659
549,East Donna,4011,2,81,Excellent,1.18,575995
550,Meganshire,1611,2,27,Poor,0.29,1776296
551,Port Michelleland,4282,5,34,Good,1.35,1671084
552,Lake Kelliview,1988,10,91,Poor,5.73,1626424
553,Port Ashley,911,7,12,Fair,0.99,515146
554,South Pamelaside,2631,4,13,Poor,9.07,1351621
555,Dawnport,3605,4,61,Excellent,6.19,497317
556,Sanchezfurt,3181,7,5,Good,2.69,1130648
557,Shawnton,2233,1,18,Fair,3.47,474627
558,South Robert,4224,10,59,Fair,9.99,1536249
559,Harrisberg,3177,9,17,Poor,3.09,156707
560,Michellemouth,3264,10,72,Excellent,7.21,815446
561,Theresaberg,3605,2,92,Poor,7.25,961224
562,Zacharyville,2779,1,94,Excellent,8.94,807119
563,Johnville,3953,6,31,Poor,2.31,367951
564,Shannonberg,2566,1,42,Poor,2.64,1496299
565,North Kellyfurt,1170,5,93,Poor,5.96,1062675
566,Wrightburgh,4352,6,44,Excellent,1.34,1206785
567,Sarahmouth,658,10,73,Fair,3.46,171861
568,Port Erik,4918,7,60,Poor,5.33,106520
569,Jimenezport,926,2,31,Good,1.03,433943
570,Johnsonfurt,3366,10,19,Poor,7.12,1563882
571,Levyborough,2336,8,99,Excellent,7.36,1703068
572,Brandonport,1062,5,87,Excellent,1.69,1518049
573,Harperfort,829,1,64,Fair,4.38,922719
574,Amandaville,754,1,96,Good,1.75,681886
575,Andersonview,2525,6,50,Fair,0.43,495918
576,Kathrynstad,2133,10,70,Fair,1.19,591315
577,South Brettside,666,8,61,Fair,7.78,1838917
578,West Angela,1748,6,8,Fair,2.61,1987959
579,South Williamside,2454,9,60,Good,1.63,1039879
580,Marciaville,1534,4,83,Poor,6.01,1666994
581,North Phillip,4379,5,63,Excellent,6.84,474363
582,Angelastad,1437,5,40,Good,6.03,1938946
583,East Carrie,2285,6,97,Poor,0.18,1422502
584,Porterton,4309,10,7,Good,5.3,754601
585,East Jenniferfort,2599,5,23,Fair,7.3,201537
586,Hernandezhaven,3521,3,34,Good,8.43,1906177
587,West Sarah,1874,2,64,Excellent,4.73,1831605
588,Franciscoport,1438,1,24,Poor,7.52,777191
589,Williamhaven,1841,5,76,Good,3.49,1435128
590,Ericksonport,3048,3,75,Poor,9.26,490099
591,Cabrerastad,1385,1,14,Poor,6.87,1257232
592,Emilychester,710,9,18,Excellent,4.43,1615947
593,Lauratown,3055,5,4,Fair,3.35,984113
594,Bakershire,3574,2,51,Poor,6.82,1292671
595,Lake Brett,3749,9,85,Poor,5.52,1582028
596,Jacksonfurt,2124,3,9,Excellent,9.21,790625
597,Port Erin,1122,9,86,Fair,2.56,338117
598,New Stacyville,2489,7,43,Poor,6.3,1724597
599,North Scott,1334,6,43,Good,4.14,1072185
600,Hernandezborough,2970,5,77,Poor,5.6,1566781
601,Shawfort,1491,10,66,Good,2.24,174300
602,Lake Devinborough,836,1,74,Excellent,8.12,252830
603,Whitneyfort,3344,8,95,Fair,1.89,1186881
604,Edwardsburgh,4864,9,23,Fair,1.35,658680
605,Barrmouth,4009,8,67,Good,8.83,418579
606,Ericaview,3535,3,26,Good,0.96,1492152
607,Leebury,1064,6,58,Poor,2.05,1692385
608,Angelabury,4644,6,93,Poor,8.95,398945
609,Kellieborough,3295,1,59,Excellent,2.88,1070377
610,Stewartstad,603,6,45,Excellent,4.59,1485213
611,Keithshire,3941,5,23,Good,8.16,1303265
612,Huangfurt,4515,2,92,Poor,3.79,1340002
613,Stephanieberg,1364,6,19,Fair,4.05,894343
614,Bobbyland,4051,2,24,Fair,0.96,1350695
615,Sandraview,3467,10,44,Good,8.4,1619393
616,Lewisside,4266,1,48,Excellent,3.79,1874578
617,Sarahview,1753,10,45,Good,1.39,313644
618,North Christina,4067,4,44,Poor,2.27,404724
619,East Brent,1942,8,10,Fair,6.8,317665
620,Lake Jesse,4774,6,93,Good,0.69,861065
621,South Markfort,2712,8,40,Fair,7.25,973680
622,Lake Kellitown,4908,8,99,Good,8.31,643979
623,South Denise,4460,1,15,Poor,5.36,1167200
624,Woodsborough,4308,8,72,Excellent,9.75,1386687
625,Manuelton,4068,10,18,Good,4.07,479513
626,Lake Audreyside,2698,7,63,Fair,9.63,177848
627,East Robertburgh,3140,1,82,Fair,0.36,134856
628,Port Randyfort,2511,7,42,Poor,9.48,190967
629,Lake Suzanne,1209,2,99,Good,9.73,1149947
630,Nancytown,2784,7,88,Excellent,7.03,565004
631,Ashleyville,4192,10,35,Excellent,2.16,798883
632,Justinside,2497,5,12,Fair,2.77,988212
633,Smallberg,4306,2,0,Good,8.99,957034
634,Nelsonville,3604,4,53,Good,9.39,730941
635,Franciscomouth,3255,6,62,Good,8.47,1462568
636,Jennifertown,735,2,45,Excellent,1.42,854809
637,Krystalshire,4549,3,65,Fair,1.48,220529
638,East Cheryl,3162,9,45,Excellent,5.34,443598
639,Wilcoxhaven,1989,5,66,Good,1.66,610187
640,Christopherville,4494,9,96,Fair,8.51,486156
641,East Thomas,2237,4,67,Poor,5.04,587635
642,North Jose,3406,7,97,Excellent,5.52,274322
643,South Karen,2616,10,29,Good,3.43,1296157
644,Kevinshire,3288,6,35,Poor,4.3,1848523
645,West Desireebury,2790,6,48,Poor,4.02,1797810
646,Lake Davidport,2763,10,18,Good,2.92,107701
647,South Gina,583,6,41,Excellent,6.21,1656703
648,Hannahport,4732,9,88,Excellent,5.22,1784203
649,Christinabury,2065,3,68,Excellent,4.77,1243113
650,South Eric,1201,8,6,Excellent,4.41,1031697
651,Robertside,2477,8,37,Fair,1.73,443853
652,Toddborough,3829,1,14,Good,9.4,1078511
653,Lake Karen,4502,7,74,Poor,3.07,330478
654,New Seanstad,2468,10,98,Excellent,8.06,1477817
655,New Danielside,4400,10,9,Fair,7.59,1240170
656,New Amanda,4520,3,8,Fair,6.69,292352
657,West Melissa,4171,3,14,Excellent,6.03,1145617
658,Wilsonborough,641,7,97,Excellent,8.8,1848325
659,Davishaven,1262,10,51,Good,7.96,349326
660,Stokesmouth,2910,2,64,Good,9.92,1070868
661,New Robert,2315,6,71,Excellent,7.48,1321734
662,New Stevenport,3812,7,0,Good,3.6,351242
663,South Jonathantown,2493,10,23,Poor,6.85,154781
664,New Charles,3008,5,98,Fair,3.93,1145157
665,Cooperland,3523,10,64,Poor,0.93,743384
666,North Valeriefort,4376,1,14,Fair,3.13,1041116
667,West Robertberg,4849,7,22,Fair,8.93,810443
668,Brooksfurt,3316,1,42,Excellent,2.13,888076
669,Kanefurt,3985,9,74,Poor,1.99,1422731
670,Millerside,3209,3,45,Excellent,9.84,614843
671,Lake Michelle,3382,8,34,Poor,1.69,1657049
672,East Victoriafurt,4217,7,21,Fair,6.58,655871
673,Lake Tiffany,2719,2,46,Good,0.82,309839
674,Port Andrewport,3011,1,6,Good,3.56,540347
675,Nunezside,2559,1,34,Fair,10.0,789335
676,Patelbury,2388,3,80,Excellent,2.25,762054
677,South Michael,1488,4,31,Poor,3.06,1083345
678,Jacobville,2077,6,38,Poor,8.36,1332873
679,Port Donnatown,3084,2,37,Excellent,7.07,1000600
680,East Carlos,1479,3,17,Good,0.95,758003
681,South Carlaton,4889,1,54,Good,1.36,846620
682,Lake Bradley,2016,10,85,Poor,9.05,373222
683,Youngborough,2069,5,16,Fair,9.02,1359822
684,East Williamport,2272,6,2,Fair,7.69,367918
685,Port Sabrina,4466,10,34,Excellent,8.96,652153
686,Barbaramouth,2765,7,63,Fair,7.98,484913
687,West Nancy,4797,10,11,Poor,1.61,1294548
688,South Kevin,2818,2,92,Fair,6.65,206118
689,New Stacyburgh,1323,6,97,Fair,0.28,625872
690,Peterston,2090,8,36,Excellent,7.03,1385914
691,Shellyfurt,2926,4,68,Poor,4.64,673709
692,Heatherchester,2363,5,72,Poor,5.99,198690
693,West Nicholas,3456,10,4,Good,5.44,1532757
694,Allenbury,1969,5,65,Excellent,4.49,973072
695,Meredithberg,2976,4,5,Good,6.47,1394222
696,Melendezside,615,9,32,Good,0.81,1092551
697,Faulknerside,4875,6,74,Good,4.86,1121277
698,South John,1536,7,38,Good,6.26,864425
699,West Deborah,2747,4,95,Good,1.78,691088
700,Booneland,872,4,58,Poor,3.26,804398
701,North Joseph,946,8,75,Good,5.96,386920
702,Port Charlesshire,2893,6,46,Poor,8.63,1516902
703,South Jason,1534,10,25,Poor,5.26,1263282
704,Kevintown,4521,9,38,Poor,5.67,344024
705,East Suzanne,1340,5,29,Excellent,6.63,165896
706,Lake Yvonnefort,600,10,30,Poor,9.47,1030513
707,Lake Cassandra,2829,2,6,Poor,1.38,387529
708,South Rose,4345,4,48,Poor,5.26,168393
709,Kimberlyfurt,4421,9,50,Fair,3.81,950990
710,Fergusonstad,4108,8,54,Poor,7.63,679616
711,Josehaven,3291,9,51,Fair,5.92,1408125
712,Owensfort,2010,8,5,Excellent,1.32,516457
713,Robinstad,920,1,35,Poor,7.64,1870375
714,Robertshire,2568,2,43,Excellent,3.95,1260542
715,Lake Dustin,4413,9,99,Fair,8.87,1570423
716,Angelashire,1434,9,19,Good,2.41,1857842
717,Phillipsborough,1035,2,96,Good,3.46,1844857
718,Jerryshire,3782,2,29,Fair,8.64,1073272
719,South Andrea,4528,2,53,Poor,3.32,1199802
720,Jonathanfort,1106,4,92,Fair,3.92,1170696
721,Murraystad,939,4,93,Poor,8.69,1848029
722,East Jennifer,1742,8,73,Poor,1.23,181186
723,Whiteside,1722,10,17,Good,6.0,763575
724,New Arthurland,2989,6,27,Excellent,3.29,1623840
725,Port Adamberg,1197,3,68,Excellent,6.01,587840
726,North Jasmine,2533,4,20,Fair,7.57,589884
727,East Williamstad,1470,4,97,Good,1.33,1255235
728,New Danafort,3909,2,21,Poor,3.75,1197479
729,Smithside,2348,5,4,Poor,2.02,968214
730,Smithhaven,4780,4,47,Good,5.86,450019
731,Amandaport,3616,3,1,Poor,1.95,1257520
732,New Lisachester,4190,5,23,Excellent,5.05,967974
733,North Samantha,4126,2,45,Poor,8.02,1121287
734,East James,2935,8,68,Excellent,3.49,1514553
735,Lisaview,4012,1,7,Fair,9.95,452949
736,Millerfurt,3001,8,19,Excellent,2.12,1841399
737,Cunninghambury,993,2,71,Poor,3.24,708001
738,Gabriellaland,1312,3,98,Excellent,1.73,389319
739,North Richardfurt,2202,8,79,Excellent,2.3,1127594
740,Browntown,2228,9,33,Excellent,4.26,880895
741,North Vincent,2667,8,54,Fair,3.62,684635
742,Newmanmouth,1165,10,95,Good,0.88,1564881
743,New Samanthabury,1786,7,97,Fair,8.39,115137
744,Port Heather,2464,4,70,Fair,0.77,876898
745,Nelsonland,1923,4,24,Poor,0.83,1624102
746,Rachelshire,1114,9,3,Good,6.93,490149
747,East Sarahmouth,1782,8,42,Excellent,1.2,1887205
748,East Brendafurt,521,10,29,Excellent,4.44,1273912
749,West Franciscobury,3846,1,60,Poor,7.25,730879
750,Rhodesside,4190,9,68,Good,1.37,880130
751,Patrickberg,4349,2,79,Good,9.5,1343717
752,New Juliestad,2885,4,39,Good,0.42,329085
753,North Samuelland,767,3,2,Good,1.52,699561
754,Cassiefurt,2396,3,75,Good,1.73,1076874
755,Anthonyview,2860,1,67,Poor,8.47,1838040
756,Henrystad,2816,9,54,Good,5.93,1138421
757,Reynoldsshire,4219,3,54,Good,9.07,1000637
758,Millerport,1083,3,64,Excellent,8.16,120660
759,Lake Charles,2412,1,14,Excellent,3.06,1160244
760,Ericberg,2667,5,77,Fair,3.33,1915898
761,Stewartville,2120,5,68,Excellent,6.34,1646751
762,North Sherrymouth,3982,9,49,Fair,5.2,1186901
763,Kathleenville,1440,5,35,Good,8.34,420080
764,North Jacob,4961,4,88,Fair,6.2,1626000
765,Hawkinshaven,2341,6,66,Poor,0.52,1471779
766,Garcialand,1720,2,98,Excellent,5.88,1372181
767,Angelamouth,2676,10,54,Fair,4.29,1878931
768,Smithchester,1665,8,100,Good,3.43,332988
769,Maxwellside,1084,9,35,Poor,3.36,1463913
770,New Adriana,988,9,84,Excellent,1.8,617596
771,Jacksonview,1859,2,55,Fair,5.22,1159396
772,Josephberg,3019,7,55,Good,1.93,769954
773,East Ryanchester,2864,5,40,Excellent,0.46,990542
774,Toddland,4097,10,72,Poor,7.97,1046103
775,Johnathanbury,1518,6,98,Excellent,9.87,1754992
776,Wheelerborough,4339,8,25,Good,3.64,1952033
777,Rodriguezport,2991,2,46,Excellent,5.79,992031
778,South Martinfurt,3797,1,20,Fair,5.04,1501700
779,Scottchester,2730,5,31,Good,2.06,267353
780,West Malik,4599,3,66,Excellent,6.62,330572
781,South Leon,4923,6,46,Fair,2.22,920062
782,Novakport,4545,10,61,Excellent,7.6,1534610
783,Faulknerbury,4086,10,91,Fair,9.18,164514
784,Nicholasfurt,1158,1,12,Good,4.06,1213293
785,Danielshire,826,1,20,Good,4.11,1720416
786,New Wendy,4039,3,15,Good,9.85,1833047
787,Lake Katrina,3140,9,82,Fair,4.53,354932
788,Lake Stevenborough,2551,5,19,Excellent,2.93,1436734
789,Salinasland,711,3,20,Fair,7.34,624955
790,Chambersberg,1248,3,85,Poor,9.52,1450707
791,Johnberg,2375,5,62,Fair,4.22,571124
792,Mccormickland,669,2,0,Good,6.58,1561698
793,Ewingfort,2707,8,15,Fair,7.27,394126
794,Fergusonchester,829,1,12,Excellent,4.36,1650642
795,Port Tanyaside,1935,2,73,Excellent,6.35,1727559
796,North Kaylastad,4354,9,17,Poor,8.37,552500
797,Lake Cheyenne,4751,4,82,Poor,9.7,131526
798,Rasmussenmouth,4122,2,81,Fair,2.82,393797
799,Rodriguezville,2778,4,28,Poor,3.75,969650
800,Jeffreyhaven,1986,8,96,Poor,8.52,280668
801,South Neil,4070,8,43,Poor,6.36,255243
802,Bartonshire,4528,5,56,Excellent,2.81,1848995
803,West Whitney,1247,4,30,Fair,3.43,628460
804,Garciachester,4350,5,62,Fair,1.24,814381
805,North Marieberg,3350,1,84,Good,6.01,693515
806,Larrymouth,3845,4,91,Fair,9.49,836038
807,New Timothy,3230,1,93,Good,7.91,207445
808,Davismouth,3130,6,26,Fair,2.46,1288938
809,Carloston,1356,8,76,Poor,2.22,1106799
810,North Melindaville,1817,10,29,Fair,7.93,1999240
811,Lake John,3201,3,23,Good,7.23,540379
812,New Ethan,3872,6,47,Good,1.77,1019678
813,Mullenbury,4558,2,97,Good,3.14,629084
814,Sotoburgh,2861,8,87,Excellent,7.68,1406262
815,Fosterborough,3780,4,4,Good,9.91,1380959
816,Vargasfurt,800,4,9,Good,2.32,1225379
817,Lake Jasonview,4225,4,77,Fair,2.34,737774
818,New Cristianside,1221,6,22,Good,1.62,494570
819,West Mark,3076,9,20,Fair,9.93,623324
820,Wilsonfort,2567,2,60,Fair,3.85,1108804
821,Candicefurt,3148,4,84,Good,9.69,511249
822,West Michaelmouth,1449,7,12,Excellent,1.61,1392217
823,Port Emily,3811,9,73,Fair,6.16,1023692
824,Samanthashire,4715,3,54,Fair,7.77,407003
825,Lake Dennisville,509,3,95,Excellent,0.87,368002
826,West Daryl,4944,1,60,Good,0.64,1985634
827,Heatherhaven,4284,2,82,Good,9.91,983454
828,Barnesberg,3885,6,92,Poor,9.01,689493
829,Hendersonfort,944,3,1,Excellent,9.48,1520958
830,New Garrett,2036,10,28,Poor,7.02,777184
831,Donaldmouth,4747,8,15,Good,9.75,924048
832,Harveystad,3463,10,1,Fair,2.93,1966656
833,South Derrickfurt,4583,7,41,Good,9.59,514011
834,Ortizfort,4121,9,100,Poor,4.48,1539344
835,Mckinneymouth,922,6,25,Good,9.65,759854
836,Jacksonshire,2167,5,92,Poor,3.51,1974375
837,Port Kathleenport,2687,7,63,Excellent,1.86,522162
838,West Jeffreyport,4999,3,15,Fair,4.4,1914516
839,Port Stephen,1573,2,98,Fair,5.26,507015
840,Dunnville,2859,2,67,Good,5.06,815798
841,West Kimberlystad,4089,7,4,Fair,1.32,123209
842,Port Jenniferside,4470,8,75,Poor,6.21,1216084
843,South Curtis,1494,1,67,Fair,2.63,288412
844,West Nancy,736,1,18,Fair,1.11,1688323
845,South Joseland,2460,7,2,Poor,3.4,1314278
846,Grimesville,1797,3,40,Excellent,9.95,1117437
847,East Lisa,3045,1,31,Poor,7.29,1680520
848,Michellechester,612,9,84,Fair,4.02,1979050
849,New Donald,3842,3,24,Excellent,0.11,1011259
850,Port Jamie,1263,2,58,Good,0.95,1942726
851,New Michaelview,2340,3,86,Excellent,7.52,881493
852,West Tiffany,1429,5,63,Poor,6.14,930238
853,Keithview,4280,1,42,Fair,3.47,1856723
854,East Sydneychester,1462,8,28,Good,4.14,1308192
855,West Michelleberg,1761,7,9,Poor,0.59,900900
856,East Dustin,4582,7,19,Poor,5.04,1169234
857,Mariafurt,2890,5,67,Excellent,8.89,717108
858,Thomasview,4668,6,35,Fair,3.19,853826
859,Brooksland,2739,4,57,Poor,7.17,346664
860,South Zacharyview,3903,7,94,Excellent,8.63,972941
861,Shawnfort,4452,3,76,Excellent,7.3,765473
862,Brandiland,4368,10,32,Poor,1.61,514034
863,Reidstad,2496,3,31,Good,0.88,1904758
864,Port Amandaborough,4241,2,28,Excellent,4.13,865320
865,Summersfort,1684,4,10,Poor,3.82,1723176
866,Marcusport,3642,6,46,Poor,9.47,1309210
867,Amyberg,2061,1,95,Fair,3.05,1981101
868,Kramerton,4663,2,80,Excellent,4.88,1666995
869,North Conniemouth,1618,2,18,Poor,6.78,543384
870,North Sarahburgh,1071,4,10,Poor,3.41,1135590
871,Bryantchester,2763,5,51,Excellent,7.47,1970250
872,Lake Regina,3899,5,55,Excellent,7.14,1764728
873,Erikview,3284,10,32,Good,7.79,648525
874,Lake Michaelland,4659,7,87,Poor,1.38,1448971
875,Elizabethburgh,2688,9,32,Fair,7.62,1960716
876,South Conniebury,521,10,93,Poor,9.84,1078020
877,Riosville,2817,6,36,Good,2.55,1446373
878,East Thomasberg,2945,1,43,Poor,6.96,1480485
879,New Erin,4511,10,94,Good,8.17,1674746
880,North Heatherville,1717,3,1,Poor,8.0,1152286
881,Bensonfort,4158,10,81,Excellent,7.6,1235787
882,East Patrickville,4912,2,59,Poor,0.2,214874
883,West Michaelport,4467,9,86,Poor,8.66,1788763
884,South Kiara,3327,5,32,Good,1.48,448304
885,Lake Victoria,3223,9,23,Poor,0.82,672859
886,North Alyssa,4951,10,9,Fair,2.24,1936257
887,New Debramouth,3590,10,61,Fair,6.36,1737661
888,Jenniferberg,4230,5,66,Good,4.16,1450438
889,Jensenmouth,3136,6,63,Excellent,8.97,1219427
890,North Peggy,2045,5,66,Poor,2.22,275499
891,Port David,2456,10,92,Poor,9.65,464401
892,Bellchester,3637,5,29,Poor,0.86,1856493
893,Kyliebury,2413,10,3,Poor,0.77,1602663
894,Deannabury,3865,8,6,Excellent,6.15,1374881
895,Kimberlytown,857,3,44,Excellent,0.16,1169997
896,Jamiehaven,3106,6,60,Fair,2.86,1599979
897,Lake Peter,4374,5,45,Fair,4.63,1550944
898,Port Rachaelbury,3623,8,21,Excellent,6.19,1787894
899,Cruzbury,3662,3,42,Fair,2.95,1186452
900,Littleland,1746,1,63,Excellent,8.86,400244
901,West Sarahberg,4557,5,47,Fair,4.61,1234199
902,Valenciashire,803,8,87,Good,3.08,706085
903,Diazburgh,1534,5,65,Poor,9.27,1369225
904,Bestland,4614,5,24,Excellent,6.24,590462
905,New Carlosview,3219,3,48,Excellent,5.74,1447443
906,North Sandra,1322,2,36,Good,1.88,1797375
907,Hunterhaven,4106,8,77,Excellent,2.23,981041
908,Hendersonfurt,1316,6,87,Fair,1.82,726708
909,Lake Amandaberg,4808,7,17,Excellent,4.79,317232
910,Christopherland,4243,4,71,Poor,6.38,1581755
911,Port Eric,625,10,91,Good,1.36,1142203
912,Peterland,1680,5,77,Fair,6.63,1327575
913,Hollybury,3858,10,50,Poor,1.04,1329480
914,East Christopherchester,1764,1,51,Fair,4.45,769253
915,South Cherylton,1112,5,96,Excellent,6.94,1808014
916,Elizabethburgh,4346,7,99,Fair,4.93,1032014
917,North Jeantown,2671,6,71,Fair,4.34,725044
918,South Stephanie,3273,2,9,Fair,2.49,1832846
919,Garyberg,3756,5,1,Fair,5.3,769536
920,Jessicaville,1157,5,55,Fair,3.58,1543875
921,West Lindsayview,3191,5,83,Good,0.64,416462
922,West Jennifershire,4871,5,29,Excellent,5.36,959413
923,South Spencerstad,3613,7,1,Fair,4.07,816892
924,South Micheleburgh,3094,6,2,Poor,7.8,1516099
925,Ericville,4497,8,61,Fair,0.81,399414
926,East Joycetown,4932,5,87,Excellent,1.89,1374103
927,Port Michellebury,794,9,21,Poor,1.59,1547019
928,South Michaelberg,1060,2,12,Good,4.54,187139
929,Port Austin,2423,5,71,Fair,5.2,1893622
930,Walkerbury,2854,6,21,Poor,4.43,994513
931,Moonmouth,2363,3,97,Poor,2.03,1419889
932,Margaretshire,1240,6,50,Poor,9.27,698859
933,Davidton,4055,3,88,Excellent,5.04,1380872
934,East Linda,1306,9,44,Good,8.05,117965
935,South Caseymouth,1323,9,31,Excellent,3.28,1447227
936,Kiaraport,4134,9,92,Excellent,5.99,586258
937,Christophermouth,1862,7,42,Poor,0.2,1902115
938,West Jamesshire,2953,5,97,Good,5.0,449531
939,Jodibury,737,7,29,Good,1.72,990588
940,Richardsonfort,876,6,69,Good,9.75,248760
941,Lake Rachel,3157,1,20,Fair,6.47,1990321
942,East Adam,959,9,14,Good,2.86,1432954
943,Johnsonside,2903,10,66,Fair,2.48,1703697
944,Cynthiatown,3436,4,13,Poor,4.24,1940591
945,Aaronfurt,3570,1,3,Fair,7.31,776741
946,Daltonhaven,4028,5,69,Good,2.33,628807
947,South Travis,1692,4,71,Fair,6.84,1803609
948,East Jenniferland,2500,2,52,Fair,5.02,149584
949,East Phyllishaven,4851,8,97,Good,0.33,196964
950,Haynesstad,3875,9,36,Fair,1.48,1840553
951,Villegasland,1975,5,17,Good,4.36,1199161
952,New Dennisfurt,1892,3,79,Poor,3.97,1807923
953,New Ashleychester,1934,2,34,Excellent,1.54,212102
954,East Kelly,1146,4,85,Good,6.92,165694
955,Sarafurt,3633,10,29,Excellent,5.74,1802178
956,Louisview,2472,2,22,Good,3.65,804794
957,North Sherry,4576,4,10,Good,4.0,1563111
958,Port Kayla,1672,7,33,Good,8.83,1302626
959,East Danielmouth,2402,10,59,Fair,2.65,582770
960,Edwardsville,4277,10,37,Fair,1.78,1277531
961,Tamiborough,2580,8,74,Fair,2.57,764720
962,Parkerview,4264,6,29,Poor,1.66,1676421
963,North Ericport,2591,5,92,Excellent,6.48,1644792
964,East Marymouth,576,9,41,Excellent,0.74,515261
965,North Jennifer,4311,4,32,Fair,8.79,816234
966,Randyton,2856,10,73,Poor,1.44,1579363
967,Jorgeburgh,4977,4,39,Good,4.76,919739
968,South Melissaside,1794,8,14,Poor,4.18,1353660
969,North Steven,1105,8,0,Fair,0.68,980817
970,North Alexander,4118,8,78,Good,1.54,534570
971,East James,3330,3,63,Poor,3.0,102414
972,Watsonland,2950,8,95,Good,4.88,673155
973,Samanthaland,3975,2,47,Fair,7.21,890113
974,North Jamesmouth,2548,6,66,Good,2.61,1076263
975,North Rebecca,4242,5,60,Excellent,7.98,1799584
976,Davidmouth,2974,3,93,Good,7.69,949806
977,East Sandrachester,2131,3,98,Fair,5.98,1255522
978,Crawfordfurt,3651,5,62,Poor,5.05,1449583
979,Thompsonborough,4458,2,85,Excellent,6.13,1194945
980,West Joshua,1373,3,94,Excellent,8.68,1598321
981,North Christina,2443,6,88,Poor,6.35,1388781
982,Lake Kenneth,3624,1,55,Excellent,8.59,1082071
983,Andradefort,3440,4,83,Poor,5.49,290365
984,North Joshuaberg,2923,9,75,Good,2.44,797516
985,Gonzalezhaven,2918,4,67,Good,8.77,1757893
986,Lake Virginia,679,5,61,Good,9.48,390521
987,South Kimberlystad,3742,2,73,Fair,6.45,1752768
988,Stephensfort,2748,3,50,Fair,4.49,1799974
